Name of the station,Year,srcStateName,StateCode,StateName,IntermediateRatio
TAWI AT SHETALI LIFTING POINT NAGROTA(5KM U/S TAWI BRIDGE),2017,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"BHADRA D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR",2016,KARNATAKA,29,KARNATAKA,1
"BRAHAMPUTRA AT DIBRUGARH, ASSAM",2018,ASSAM,18,ASSAM,1
CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,2013,KARNATAKA,29,KARNATAKA,1
KABINI U/S INTAKE POINT TO NANJANAGUD & GUNDLUPET AT DEBUR,2017,KARNATAKA,29,KARNATAKA,1
"BRAHMPUTRA RIVER AT DHENUKHAPAHAR, ASSAM",2018,ASSAM,18,ASSAM,1
SIRSA RIVER AT D/S NALAGARH DISTT. SOLAN,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
RIVER HINDON AT BARNAWA U/S,2019,"UTTAR
PRADESH",9,UTTAR PRADESH,1
KATHAJODI AT CUTTACK D/S,2012,ORISSA,21,ODISHA,1
"CAUVERY AT MOHANUR NEAR PATTAIPALAYAM, TAMILNADU",2019,TAMIL NADU,33,TAMIL NADU,1
SONE RIVER AT NASIRIGANJ DAM,2014,BIHAR,10,BIHAR,1
KHARASROTA AT AUL,2019,ODISHA,21,ODISHA,1
"ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG, UTTAR PRADESH",2013,UTTARAKHAND,5,UTTARAKHAND,1
"GODAVARI AT JAYAKWADI DAM, AURNAGABAD, MAHARASHTRA",2016,MAHARASHTRA,27,MAHARASHTRA,1
"RIVER DAMODAR AT ANDAL U/S, BURDWAN",2019,WEST BENGAL,19,WEST BENGAL,1
BRAHMANI AT KAMALANGA,2012,ORISSA,21,ODISHA,1
"BRAHMAPUTRA RIVER AT DHUBRI, ASSAM",2018,ASSAM,18,ASSAM,1
"KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S, JHARKAND",2017,JHARKHAND,20,JHARKHAND,1
KANHAN D/S OF NAGPUR,2014,MAHARASHTRA,27,MAHARASHTRA,1
MANGALA AT PURI D/S GOLASAHI,2017,ODISHA,21,ODISHA,1
KANHAN D/S OF NAGPUR,2017,MAHARASHTRA,27,MAHARASHTRA,1
"KOHORA RIVER AT N.H. CROSSING, KOHORA",2014,ASSAM,18,ASSAM,1
"GOMTI AT VARANASI, U.P",2014,UTTAR PRADESH,9,UTTAR PRADESH,1
NANDIRA D/S AT DASNALI,2017,ODISHA,21,ODISHA,1
"KRISHNA AT D/S OF DEVASAGAR BDG., KARNATAKA",2018,KARNATAKA,29,KARNATAKA,1
KATHJODI AT CUTTACK FD/s AT KAMASASAN,2019,ODISHA,21,ODISHA,1
DHANSIRI AT GOLAGHAT,2016,ASSAM,18,ASSAM,1
BEAS AT U/S KULLU,2018,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
PANCHAGANGA AT SHIROL NEAR SHIROL INTAKE WELL.,2016,MAHARASHTRA,27,MAHARASHTRA,1
KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD,2013,KARNATAKA,29,KARNATAKA,1
"BRAHAMPUTRA AT PANDU, ASSAM",2017,ASSAM,18,ASSAM,1
"BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
"DARNA RIVER AT ASWALI ( DARNA DAM),VILLAGE ASWALI,TALUKA IGATPURI,DISTRICT NASHIK.",2018,MAHARASHTRA,27,MAHARASHTRA,1
SUTLEJ AT D/S RAMPUR,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"U/S OF KATHAKAL AT MATIJURI, DIST. HAILAKANDI, ASSAM",2013,ASSAM,18,ASSAM,1
KUAKHAI AT BHUBANESWAR U/S,2012,ORISSA,21,ODISHA,1
"LAKSHMANTIRTHA AT D/S OF HUNSUR TOWN,",2019,KARNATAKA,29,KARNATAKA,1
RIVER GOMTI AT JAUNPUR U/S,2017,UTTAR PRADESH,9,UTTAR PRADESH,1
LIDDER NALLAH AT LARIPORA,2017,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"KRISHNA AT KRISHNA BDG, KARAD",2012,MAHARASHTRA,27,MAHARASHTRA,1
RAVI AT D/S OF CHAMBA TOWN,2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"SIRSIYA AT RAXAUL, EAST CHAMPARAN",2019,BIHAR,10,BIHAR,1
"PENGANGA RIVER AT MEHKAR-BULDANA ROAD BRIDGE, MEHKAR, BULDANA",2013,MAHARASHTRA,27,MAHARASHTRA,1
MULA-MUTHA AT MUNDHAWA BDG,2012,MAHARASHTRA,27,MAHARASHTRA,1
"JHELAM AT DALAGATE (INLET), SRINAGAR",2017,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"YAMUNA AT KALANAUR, YAMUNA NAGAR",2016,HARYANA,6,HARYANA,1
"AMRAVATI RIVER D/S OF DONDAICHA, DHULE",2013,MAHARASHTRA,27,MAHARASHTRA,1
"RIVER KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL",2019,ANDHRA PRADESH,28,ANDHRA PRADESH,1
KAMALA RIVER AT DARBHANGA,2014,BIHAR,10,BIHAR,1
BEAS AT D/S AUT,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
DRINKING WATER INTAKE WELL OF MUNICIPAL CO. KORBA,2018,CHHATTISGARH,22,CHHATTISGARH,1
BHUBANESWAR FU/S,2018,ODISHA,21,ODISHA,1
BAITARNI AT JODA,2017,ODISHA,21,ODISHA,1
"GODAVARI, D/S OF RAMANUGUNDAM,",2014,ANDHRA PRADESH,36,TELANGANA,1
"CAUVERY AT SRI RANGAPATTANNA, D/S OF ROAD BDG., KA",2018,KARNATAKA,29,KARNATAKA,1
"MAHANADI AT ARRANG, RAIPUR",2012,CHHATTISGARH,22,CHHATTISGARH,1
MAHANADI AT KHARAD,2012,CHHATTISGARH,22,CHHATTISGARH,1
BRAHMANI AT KAMALANGA (TALCHER D/S),2017,ODISHA,21,ODISHA,1
"KRISHNA D/S OF ISLAMPUR, WALWA, SANGLI",2019,MAHARASHTRA,27,MAHARASHTRA,1
"SABARMATI AT GANDHI NAGAR CHILODA BRIDGE,LEKAWADA",2012,GUJARAT,24,GUJARAT,1
"PAWANA RIVER AT PIMPRIGAON, HAWELI, PUNE",2017,MAHARASHTRA,27,MAHARASHTRA,1
"GANGA AT PUNPUN, PATNA",2013,BIHAR,10,BIHAR,1
"CAUVERYD/S SRI RANGAPATTANNA, OF ROAD BDG",2016,KARNATAKA,29,KARNATAKA,1
KRISHNAD/S OF DEVASAGAR BDG.,2016,KARNATAKA,29,KARNATAKA,1
MAHANADI U/S OF RAJIM,2016,CHHATTISGARH,22,CHHATTISGARH,1
"GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG.,",2019,KARNATAKA,29,KARNATAKA,1
"DS OF KANSI AT MIDNAPORE, NEAR NEW HANUMAN MANDIR, GANDHIGHAT",2018,WEST BENGAL,19,WEST BENGAL,1
KABBANI AT SARAGUR VILL. D/S,2012,KARNATAKA,29,KARNATAKA,1
"MAHANADI AT CUTTACK D/S, ODISHA",2014,ODISHA,21,ODISHA,1
"GOHAD DAM, GOHAD",2016,MADHYA PRADESH,23,MADHYA PRADESH,1
SATLUJ D/S KIRATPUR SAHIB,2016,PUNJAB,3,PUNJAB,1
"BEAS AT D/S PONG DAM, H.P.",2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"VEL RIVER AT SHIKRAPUR, SHIRUR, PUNE",2013,MAHARASHTRA,27,MAHARASHTRA,1
WAINGANGA D/S OF ELLORA PAPER MILL.,2016,MAHARASHTRA,27,MAHARASHTRA,1
"DAMODAR AT HOOGHLY, DURGACHAK, NEAR PATHIKALI, WEST BENGAL",2013,WEST BENGAL,19,WEST BENGAL,1
"MAHANANDA D/S, RAMGHAT",2014,WEST BENGAL,19,WEST BENGAL,1
"RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.",2019,UTTAR PRADESH,9,UTTAR PRADESH,1
KHARASROTA AT BINJHARPUR,2017,ODISHA,21,ODISHA,1
"NARMADA AT SARSWATIGHAT, AFTER MIXING WITH BAWANGANGA RIVER, JABALPUR",2014,MADHYA PRADESH,23,MADHYA PRADESH,1
GANGA AT D/S BUXAR NEAR GANGA BRIDGE,2017,BIHAR,10,BIHAR,1
"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",2019,TAMIL NADU,33,TAMIL NADU,1
ARKAVATHI AT T.G. HALLI RESERVOIR,2012,KARNATAKA,29,KARNATAKA,1
SINDH RIVER AT WAIL BRIDGE,2018,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"SUTLEJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB",2018,PUNJAB,3,PUNJAB,1
"SHANKNI RIVER A/C DANKANI RIVER DANTEWADA, CHHATISGARH.",2017,CHATTISGARH,22,CHHATTISGARH,1
MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA),2016,GUJARAT,24,GUJARAT,1
"GODAVARI AT POLAVARAM, A.P.",2018,ANDHRA PRADESH,36,ANDHRA PRADESH,1
"SIRSA AT U/S SITOMAJRI NALLAHGARH, H.P",2014,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"TUNGABHADRA AT JACKWELL POINT, KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
"NIRA AT SHINDEWADI. SHIRVAL, KHANDALA, SATARA",2016,MAHARASHTRA,27,MAHARASHTRA,1
"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
SUKETI KHAD AT D/S MANDI,2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),2016,ASSAM,18,ASSAM,1
"VENNA RIVER AT MAHULI, SATARA.",2013,MAHARASHTRA,27,MAHARASHTRA,1
"KRISHNA AT KURUNDWAD, SHIROL, KOLHAPUR",2019,MAHARASHTRA,27,MAHARASHTRA,1
KOLAR B/C/ TO KANHAN AT KAMPTEE,2012,MAHARASHTRA,27,MAHARASHTRA,1
BRAHMANI AT TALCHER FD/S,2017,ODISHA,21,ODISHA,1
"KARO AT LOHOJIMI U/S, JHARKAND",2019,JHARKHAND,20,JHARKHAND,1
"KRISHNA RIVER AT KURUNDWAD NEAR SANTAJI GHORPADE GHAT , VILLAGE NARSHINGWADI, KURUNDWAD, TALUKA SHIROL, DISTRICT KOLHAPUR.",2018,MAHARASHTRA,27,MAHARASHTRA,1
WATER SUPPLY INTAKE POINT TO MADIKERI TOWN,2018,KARNATAKA,29,KARNATAKA,1
YAMUNA AT HAMIRPUR,2013,UTTAR PRADESH,9,UTTAR PRADESH,1
"MALPRABHA AT BADAMI BRIDGE,",2017,KARNATAKA,29,KARNATAKA,1
SIRSA AT RUXOL,2014,BIHAR,10,BIHAR,1
JHELUM RIVER AT PAMPORE,2019,"JAMMU &
KASHMIR",1,JAMMU AND KASHMIR,1
"KRISHNA AT VEDADRI , GUNTUR",2012,ANDHRA PRADESH,28,ANDHRA PRADESH,1
KRISHNA RIVER AT WAI.,2014,MAHARASHTRA,27,MAHARASHTRA,1
"MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR",2012,KARNATAKA,29,KARNATAKA,1
"NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT, JABALPUR",2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"KARO AT LOHOJIMI U/S, JHARKAND",2018,JHARKHAND,20,JHARKHAND,1
MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARASARHI RD. BDG.),2016,RAJASTHAN,8,RAJASTHAN,1
"GANGA U/S, VINDHYACHAL, MIRZAPUR",2016,UTTAR PRADESH,9,UTTAR PRADESH,1
GANGA RIVER AT BARAHIA,2018,BIHAR,10,BIHAR,1
"BEAS AT D/S ALAMPUR, H.P.",2014,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"BHIMA RIVER AT PUNE (MUTHA RIVER) AT U/S OF VITHALWADI NEAR SHANKAR MANDIR, VILLAGE VITHALWADI, TALUKA HAWELI, DISTRICT PUNE.",2018,MAHARASHTRA,27,MAHARASHTRA,1
CAUVERY AT PALLIPPALAYAM,2017,TAMIL NADU,33,TAMIL NADU,1
KAMALA RIVER AT JAYNAGAR,2014,BIHAR,10,BIHAR,1
BATTA B/C TO YAMUNA,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
KUNDRA NALLAH AT JODA,2017,ODISHA,21,ODISHA,1
SWAN RIVER U/S UNA TOWN GHALLUWAL BRIDGE,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
BAGMATI RIVER AT MUZAFFARPUR - SITAMARHI ROAD BRIDGE,2014,BIHAR,10,BIHAR,1
GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,2014,ANDHRA PRADESH,36,ANDHRA PRADESH,1
"LARGI AT D/S, DWADA",2019,"HIMACHAL
PRADESH",2,HIMACHAL PRADESH,1
MANWAR TAWI AT TARHALI BRIDGE ( 5 KM U/S SALAINI BRIDGE),2019,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"KALINADI AT D/S OF MUZAFFAR NAGAR, U.P.",2019,"UTTAR
PRADESH",9,UTTAR PRADESH,1
KELO RIVER D/S OF RAIGARH,2013,CHHATTISGARH,22,CHHATTISGARH,1
BHARGAVI AT CHANDANPUR,2017,ODISHA,21,ODISHA,1
GANGA AT D/S BUXAR NEAR GANGA BRIDGE,2013,BIHAR,10,BIHAR,1
"KAPILI AT DHARMTUL BRIDGE, NH 31, NAGAON",2016,ASSAM,18,ASSAM,1
"BEAS AT D/S DEHRAGOPIPUR, H.P.",2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"CAUVERY AT ERODE NEAR CHIRAPALAYAM, TAMILNADU",2014,TAMILNADU,33,TAMIL NADU,1
KISINDAJHOR AR KHARAGPRASAD,2018,ODISHA,21,ODISHA,1
"BARALIA RIVER (NEAR CHATPUJA GHAT) RANGIA, KAMRUP (R )",2019,ASSAM,18,ASSAM,1
MAHI AT UMETA BRIDGE,2016,GUJARAT,24,GUJARAT,1
"MANER AT SOMNAPALLI, A.P.",2013,ANDHRA PRADESH,36,TELANGANA,1
MAHANADI AT NARSINGHPUR,2019,ODISHA,21,ODISHA,1
GANGA AT RISHIKESH U/S,2019,UTTARAKHAND,5,UTTARAKHAND,1
D/S NEAR CREMATION GHAT,2018,BIHAR,10,BIHAR,1
"KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA.",2014,ASSAM,18,ASSAM,1
"SANKH AT TIGRA RESERVOIR, M.P.",2014,MADHYA PRADESH,23,MADHYA PRADESH,1
"IB AT SUNDARGARH, ORISSA",2013,ORISSA,21,ODISHA,1
"CAUVERY AT TIRUCHIRAPPALLI D/S, TAMILNADU",2014,TAMILNADU,33,TAMIL NADU,1
KHAROON A/C KHAPRI DRAIN,2012,CHHATTISGARH,22,CHHATTISGARH,1
"CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA, M.P.",2017,MADHYA PRADESH,23,MADHYA PRADESH,1
"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",2014,MAHARASHTRA,27,MAHARASHTRA,1
BEAS AT D/S PANDOH DAM,2012,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE, WEST BENGAL",2014,WEST BENGAL,19,WEST BENGAL,1
"BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNU",2018,KARNATAKA,29,KARNATAKA,1
BEAS AT D/S PONG DAM,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG,2017,UTTARAKHAND,5,UTTARAKHAND,1
"CAUVERY AT MAYILADUTHURAI, NAGAPATTINAM",2012,TAMILNADU,33,TAMIL NADU,1
BRAHMANI AT SAMAL,2012,ORISSA,21,ODISHA,1
"RIHAND AT RENUKUT U/S, U.P.",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
"GODAVARI RIVER AT RAHER, VILLAGE RAHER, TALUKA NAYAGAON, DISTRICT NANDED.",2018,MAHARASHTRA,27,MAHARASHTRA,1
CAUVERY AT SATHYAGALAM BDG,2012,KARNATAKA,29,KARNATAKA,1
"GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARI",2018,TELANGANA,36,TELANGANA,1
RIVER SUTLEJ U/S CONFLUENCES OF RIVER TIDONG,2019,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
WAINGANGA RIVER D/S OF ELLORA PAPER MILL.,2014,MAHARASHTRA,27,MAHARASHTRA,1
"KATHAKAL U/S AT MATIJURI, DIST. HAILAKANDI, ASSAM",2017,ASSAM,18,ASSAM,1
GANGA AT MOKAMA (D/S),2019,BIHAR,10,BIHAR,1
"BHADRA AT D/S OF BHADRAVATHI, KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
"SATLUJ AT U/S RAMPUR, H.P.",2014,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",2012,MADHYA PRADESH,23,MADHYA PRADESH,1
GOMTI D/S LUCKNOW,2016,UTTAR PRADESH,9,UTTAR PRADESH,1
"SATLUJ AT U/S HUSSANIWALA - H/W FEROZEPUR, PUNJAB",2014,PUNJAB,3,PUNJAB,1
BRAHMANI AT PATTAMUNDAI,2016,ODISHA,21,ODISHA,1
"BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR,",2017,KARNATAKA,29,KARNATAKA,1
"MANER AT SOMNAPALLI, A.P.",2014,ANDHRA PRADESH,36,TELANGANA,1
"100 MT. D/S OF PACL, NANGAL, PUNJAB",2018,PUNJAB,3,PUNJAB,1
TAPI AT BURHANPUR M.P.,2014,MADHYA PRADESH,24,MADHYA PRADESH,1
RAVI AT AT D/S CHAMERA III HEP,2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"MATHA BHANGA, GOBINDAPUR",2016,WEST BENGAL,19,WEST BENGAL,1
KAGINA AT SHAHABAD,2018,KARNATAKA,29,KARNATAKA,1
"CHENAB, JAI PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR CITY",2016,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"GANGA AT U/S JAIL GHAT, BUXAR (D/S CONFLUENCE OF THORA RIVER)",2017,BIHAR,10,BIHAR,1
TEL,2013,ORISSA,21,ODISHA,1
"KAGINA AT SHAHABAD BRIDGE, KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
SEONATH U/S RAJNANDGAON,2016,CHHATTISGARH,22,CHHATTISGARH,1
"SHUKRA TAL, MUZAFFARNAGAR, NEAR GANGA RIVER",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
CAUVERY D/S OF KR NAGAR BRIDGE,2019,KARNATAKA,29,KARNATAKA,1
"MAHANADI AT HIRAKUD RESERVOIR, ODISHA",2014,ODISHA,21,ODISHA,1
"KAMLA AT JEEWACH GHAT, DARBHANGA",2019,BIHAR,10,BIHAR,1
GANGA AT ALLAHABAD D/S (SANGAM),2017,UTTAR PRADESH,9,UTTAR PRADESH,1
"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",2017,BIHAR,10,BIHAR,1
"BICHIA, BDG GOVINDGARH ROAD",2012,MADHYA PRADESH,23,MADHYA PRADESH,1
NARMADA AT HOSHANGABAD U S M.P.,2013,MADHYA PRADESH,23,MADHYA PRADESH,1
RANGAVALI D/S OF NAVAPUR,2014,MAHARASHTRA,27,MAHARASHTRA,1
"BETWA AT CHARANTIRGHAT, VIDISHA",2016,MADHYA PRADESH,23,MADHYA PRADESH,1
CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,2014,KARNATAKA,29,KARNATAKA,1
"THIRUMANIMUTHAR AT SALEM, D/S OF SAGO & TEXTILE DYING INDUSTRIES, TAMILNADU",2019,TAMIL NADU,33,TAMIL NADU,1
BHALLA AT LOHIA BRIDGE D/S KASHIPUR,2016,UTTARAKHAND,5,UTTARAKHAND,1
"YAMUNA AT MATHURA D/S , U.P.",2013,DELHI,9,UTTAR PRADESH,1
WARDHA AT CONFL. POINT OF PENGANGA & WARDHA AT JUAD.,2012,MAHARASHTRA,27,MAHARASHTRA,1
"MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ORISSA",2013,ORISSA,21,ODISHA,1
"YAMUNA AT NIZAMUDDIN, DELHI",2018,DELHI,7,DELHI,1
"LOHIT RIVER AT ALUBARI,",2018,ARUNACHAL PRADESH,18,ARUNACHAL PRADESH,1
"WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",2012,MAHARASHTRA,27,MAHARASHTRA,1
"PAWNA RIVER AT KASARWADI, HAWELI, PUNE.",2013,MAHARASHTRA,27,MAHARASHTRA,1
GANGA AT U/S SULATANGANJ,2016,BIHAR,10,BIHAR,1
GANGA AT GARHMUKTESHWAR,2016,UTTAR PRADESH,9,UTTAR PRADESH,1
"HIRAN, NH 7 ROAD BRIDGE, SIHORA, DIST JABALPUR",2017,MADHYA PRADESH,23,MADHYA PRADESH,1
"MALPRABHA AT BADAMI BRIDGE, KARNATAKA",2014,KARNATAKA,29,KARNATAKA,1
ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG,2016,UTTARAKHAND,5,UTTARAKHAND,1
SONE RIVER AT NASIRIGANJ DAM,2016,BIHAR,10,BIHAR,1
"NAKKAVAGU, BACHUGUDEM",2012,ANDHRA PRADESH,36,TELANGANA,1
RAVI U/S CHAMBA,2016,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISGARH.",2019,CHHATTISGARH,22,CHHATTISGARH,1
"SUSWA RIVER AT MOTHRAWALA, DEHRADUN",2014,UTTARAKHAND,5,UTTARAKHAND,1
"RAPTI AT RAJGHAT, GORAKHPUR",2013,UTTAR PRADESH,9,UTTAR PRADESH,1
"GOUR RIVER BHOGA DOOR, JABALPUR",2012,MADHYA PRADESH,23,MADHYA PRADESH,1
KANIHA D/S,2018,ODISHA,21,ODISHA,1
"PENGANGA RIVER D/S OF ISAPUR DAM, VILLAGE ISAPUR,TALUKA PUSAD,DISTRICT YAVATMAL.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"MUNERU BEFORE CONFL. WITH KRISHNA, NANDIGAMA, A.P.",2014,ANDHRA PRADESH,28,ANDHRA PRADESH,1
GANGA AT RISHIKESH U/S,2018,UTTARAKHAND,5,UTTARAKHAND,1
"BEAS AT TALWARA H/W, PUNJAB",2019,PUNJAB,3,PUNJAB,1
"KRISHNA AT TINTINI BRIDGE, KARNATAKA",2018,KARNATAKA,29,KARNATAKA,1
"CAUVERY AT TRICHY,GRAND ANAICUT",2012,TAMILNADU,33,TAMIL NADU,1
"RIVER KALI EAST AT KHARKHODAPARIKSHIT GARH ROAD, VILL. KOL, MEERUT",2017,UTTAR PRADESH,9,UTTAR PRADESH,1
SUBAREKHA AT GHATISLA ROAD BRIDGE,2016,JHARKHAND,20,JHARKHAND,1
SONE AT KOELWAR,2012,BIHAR,10,BIHAR,1
TIKIRA AT KANIHA D/S,2017,ODISHA,21,ODISHA,1
BEAS AT D/S JAISINGHPUR,2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
GANGA AT BUXAR,2016,BIHAR,10,BIHAR,1
"BEAS AT U/S GOINDWAL, PUNJAB",2014,PUNJAB,3,PUNJAB,1
MALPRABHA AT D/S OF AIHOLE TOWN,2012,KARNATAKA,29,KARNATAKA,1
BEAS EXIT OF TUNNEL DEHAL POWER HOUSE,2016,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE, PATHEGAON, PAITHAN, AURANGABAD",2019,MAHARASHTRA,27,MAHARASHTRA,1
NARMADA RIVER AT D/S OF KAPILDHARA,2019,"MADHYA
PRADESH",23,MADHYA PRADESH,1
JUMAR AT KANKE DAM,2019,JHARKHAND,20,JHARKHAND,1
"PARVATI BEFORE MEETING RIVER CHAMBAL AT KHATOLI, KOTA, RAJASTHAN",2019,RAJASTHAN,8,RAJASTHAN,1
"KABINI AT BATHING GHAT, NANJANAGUD, KARNATAKA",2013,KARNATAKA,29,KARNATAKA,1
"KRISHNA AFTER CONFL. WITH TUNGABHADRA, SANGAMESHWARAM A.P.",2013,ANDHRA PRADESH,28,ANDHRA PRADESH,1
"BURHI GANDAK AT Z ROAD BRIDGE, SAMASTIPUR",2019,BIHAR,10,BIHAR,1
"PAWNA RIVER AT CHINCHWADGAON, PUNE.",2013,MAHARASHTRA,27,MAHARASHTRA,1
"GOMAI RIVER D/S. OF SHAHADA, VILLAGE SHAHADA,TALUKA DHULE,DISTRICT DHULE.",2018,MAHARASHTRA,27,MAHARASHTRA,1
RIVER GOMTI AT SULTANPUR D/S,2017,UTTAR PRADESH,9,UTTAR PRADESH,1
"PANZARA RIVER NEAR PANZARAKAN SSK LTD, PANZARA, DHULE",2019,MAHARASHTRA,27,MAHARASHTRA,1
RIVER GOMTI AT NEEMSAR U/S,2017,UTTAR PRADESH,9,UTTAR PRADESH,1
"MOR RIVER NEAR PADALASHE, VILLAGE PADALASHE,TALUKA JALGAON, DISTRICT JALGAON.",2018,MAHARASHTRA,27,MAHARASHTRA,1
RIVER NARMADA AT NEMAWAR,2012,MADHYA PRADESH,23,MADHYA PRADESH,1
RIVER SUTLEJ AT ANANDPUR SAHIB,2019,PUNJAB,3,PUNJAB,1
"TUNGABHADRA AT D/S OF GANGAWATHI,",2019,KARNATAKA,29,KARNATAKA,1
"KRISHNA AT RAJAPUR WEIR, MAHARASHTRA",2014,MAHARASHTRA,27,MAHARASHTRA,1
"INDRAYANI RIVER AT D/S OF ALANDIGAON, PUNE",2013,MAHARASHTRA,27,MAHARASHTRA,1
"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",2012,MADHYA PRADESH,23,MADHYA PRADESH,1
KUNDA AT KHARGONE,2012,MADHYA PRADESH,23,MADHYA PRADESH,1
"GANGA RIVER AT WATER INTAKE POINT, BHAGALPUR",2019,BIHAR,10,BIHAR,1
"PAWANA RIVER AT CHINCHWADGAON, VILLAGE CHINCHWADGAON,TALUKA HAWELI,DISTRICT PUNE.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"SARABANGA AT SALEM, D/S OF TEXTILE DYEING INDUSTRI",2018,TAMIL NADU,33,TAMIL NADU,1
IB AT JHARSUGUDA (INTAKE),2019,ODISHA,21,ODISHA,1
"CAUVERY AT PUGALUR, KARUR, TAMILNADU",2018,TAMIL NADU,33,TAMIL NADU,1
SINDH RIVER AT SONAMARG U/S,2018,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
KANHAN AT CHINDWARA BEFORE MIXING BOREGAON GROWTH,2018,"MADHYA
PRADESH",23,MADHYA PRADESH,1
"DHANSIRI AT BRIDGE NEAR PURANA BAZAAR, NAGALAND",2019,NAGALAND,13,NAGALAND,1
SATLUJ AT U/S HEAD WORKS ROPAR,2012,PUNJAB,3,PUNJAB,1
"WAINGANGA AT CHINDWARA,",2019,"MADHYA
PRADESH",23,MADHYA PRADESH,1
