Station code,Station name,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode,Year
2474,UNCHAHAAR (NEAR THERMAL POWER PLANT),UTTAR PRADESH,19,19,7.8,7.8,1182,1182,,,0.12,0.12,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2475,"INDUSTRIAL AREA, SULTANPUR ROAD",UTTAR PRADESH,18,18,8.1,8.1,1118,1118,,,0.14,0.14,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2477,NEAR ARYA KANYA INTER COLLEGE. JALAUN,UTTAR PRADESH,24.6,25.1,7.2,7.4,932,1582,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2449,"WELL AT VILLAGE RINGANWADA, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",29,33,7.3,8.1,866,1940,,,1.9,7.4,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2479,"NEAR M/S KUMAR INTER NATIONAL LAKDI FAZALPUR, DELHI ROAD, MORADABAD",UTTAR PRADESH,23,25,7.2,7.3,232,236,0.3,0.5,,,33,37,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2480,"NEAR BRAHMAN MAJRA, PILKHANI",UTTAR PRADESH,19,19,7,7,340,340,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1748,HANDPUMP IN VILLAGE DAMAUDA AT KASHIPUR NEAR M/S INDIA GLYCOLES LTD.,UTTARAKHAND,28,30,7.5,7.5,240,360,2.4,3.2,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3440,GROUND WATER AT SITAR GANJ INDUSTRIAL AREA- 1,UTTARAKHAND,29,30,6.8,7.5,390,535,1.6,1.8,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3441,GROUND WATER AT SITAR GANJ INDUSTRIAL AREA- 2,UTTARAKHAND,29,30,7.1,7.5,323,520,1.4,13,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3442,GROUND WATER AT PANTNAGAR INDUSTRIAL AREA- 1,UTTARAKHAND,29,29,7.4,7.6,296,306,1.4,1.8,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3443,GROUND WATER AT PANTNAGAR INDUSTRIAL AREA- 2,UTTARAKHAND,29,30,7.4,7.5,263,320,2,2.4,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3444,GROUND WATER AT SANTIPURI KICHHA- 1,UTTARAKHAND,32,32,7.2,7.2,350,350,1.2,1.2,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3445,GROUND WATER AT SANTIPURI KICHHA- 2,UTTARAKHAND,32,32,7.4,7.4,580,580,1.6,1.6,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3446,GROUND WATER AT KASHIPUR MORADABAD ROAD- 1,UTTARAKHAND,26,30,7.3,7.5,249,420,1.4,1.6,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3447,GROUND WATER AT KASHIPUR MORADABAD ROAD- 2,UTTARAKHAND,28.6,28.6,7.3,7.3,320,320,1.8,1.8,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3451,"GROUND WATER AT SIDCUL INDUSTRIAL AREA- 2, SALEEMPUR CHOWK,ROORKEE,HARIDWAR",UTTARAKHAND,17,20,7.4,7.4,451,970,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3452,GROUND WATER AT BHAGWAN INDUSTRIAL AREA- 1,UTTARAKHAND,19,19,7.1,7.1,1770,1770,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3453,"GROUND WATER AT BHAGWAN INDUSTRIAL AREA- 2,SIKANDERPUR, LAKHESWARI, ROORKEE, HARIDWAR",UTTARAKHAND,18,18,7.2,7.7,372,1044,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3496,"WELL AT ISBT, DELHI",DELHI,,,7,7,939,1100,,,7.1,7.1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3454,"GROUND WATER AT ROORKEE INDUSTRIAL AREA- 1, CHC BHAGWANPUR,HARIDWAR",UTTARAKHAND,17,18,7.2,7.5,510,890,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3455,"GROUND WATER AT ROORKEE INDUSTRIAL AREA- 2, SUNEHRA",UTTARAKHAND,18,20,7.1,7.9,373,572,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3456,"GROUND WATER AT SELAQUI INDUSTRIAL AREA- 1, DEHRADUN",UTTARAKHAND,15,16,7.2,7.4,,,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3457,"GROUND WATER AT SELAQUI INDUSTRIAL AREA- 2, DEHRADUN",UTTARAKHAND,15,17,7.3,7.3,,,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1767,"DURGAPUR TOWN, NEAR IISCO, BURDWAN, WEST BENGAL",WEST BENGAL,26,27,8,8.2,174,431,0.5,0.6,0.11,0.21,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1768,"DURGAPUR TOWN, BURDWAN, WEST BENGAL",WEST BENGAL,23.5,30,7.8,8.3,406,462,0.5,0.7,0.13,0.21,3,7,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1769,"INSIDE HINDUSTAN LIVER FACTORY, HALDIA, WEST BENGAL",WEST BENGAL,31,31,7.3,7.9,1265,2422,0.4,0.7,0.38,0.75,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1770,"NEAR IOC REFINERY HALDIA, WEST BENGAL",WEST BENGAL,26,34,7.4,7.7,2090,2369,0.6,1.2,0.16,1.17,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1771,"KALYANI INDUSTRIAL AREA, NADIA, WEST BENGAL",WEST BENGAL,27,28,7.3,7.6,868,1245,0.7,2.6,0.52,0.6,5,5,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1772,"BARSAT MUNICIPALITY NORTH 24-P, WEST BENGAL",WEST BENGAL,27,29,7.4,7.9,377,1094,0.1,0.6,0.24,0.37,6,6,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1773,"TANGRA, CALCUTTA , WEST BENGAL",WEST BENGAL,29,31,7.6,7.7,2154,2463,0.5,0.6,0.12,1.44,220,300,110,110,2019,2019,"Calendar Year (Jan - Dec), 2019"
1774,"TOPSIA CALCUTTA, WEST BENGAL",WEST BENGAL,26,27,7.4,7.4,2309,2343,0.6,1.3,0.1,2.8,9,9,4,4,2019,2019,"Calendar Year (Jan - Dec), 2019"
1775,"DHAPA CALCUTTA, WEST BENGAL",WEST BENGAL,27,27,7.4,7.7,2060,2300,0.6,1.4,0.05,0.05,4,4,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1776,"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,25,29,7.7,7.8,872,939,0.5,2.9,0.07,0.49,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1777,"BEHALA CALCUTTA, WEST BENGAL",WEST BENGAL,28,28,7.9,8.2,966,1101,0.8,1.4,0.03,0.29,2,4,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1778,"DOMJUR HOWRAH, WEST BENGAL",WEST BENGAL,24,29,7.5,7.8,738,836,0.9,1.3,0.15,0.34,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1779,"DANKUNI (NEAR COAL COMPLEX), WEST BENGAL",WEST BENGAL,27,28,7.6,8.4,635,999,0.2,0.3,0.49,1,4,4,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1813,"RISHRA, WEST BENGAL",WEST BENGAL,22,27,7.4,7.5,487,722,0.2,0.3,0.17,0.22,3,3,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1931,COSSIPORE - NORTH KOLKATA,WEST BENGAL,29,30,7.4,7.4,2642,3047,0.3,4,0.12,0.33,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1932,CENTRAL KOLKATA,WEST BENGAL,28,31,7.6,7.9,894,957,0.2,0.4,0.14,0.33,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1933,"NEAR GALVANISATION UNIT, HOWRAH",WEST BENGAL,28,30,7,7.3,1518,1715,0.3,0.8,0.05,0.67,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1934,CENTRAL HOWRAH-RESIDENTAIL AREA,WEST BENGAL,28,29,7.3,7.6,2634,2992,0.1,0.5,0.07,0.86,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1935,INSIDE KOLKATA LEATHER COMPLEX,WEST BENGAL,29,30,7.1,7.5,1648,1936,0.4,0.6,0.05,1.94,14,14,9,9,2019,2019,"Calendar Year (Jan - Dec), 2019"
1936,RESIDENTIAL AREA - SONARPUR,WEST BENGAL,28,28,7.8,7.9,949,1009,0.3,0.8,0.48,4.75,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1937,RAJARHAT - NEW TOWNSHIP,WEST BENGAL,29,30,7.4,7.8,387,2992,0.7,3.1,0.03,0.13,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1938,BSIRHAT MUNICIPALITY,WEST BENGAL,27,30,8.3,8.4,828,1788,0.4,0.5,0.66,0.89,6,6,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1939,BARRAKPORE MUNICIPALITY,WEST BENGAL,27,28,7.5,7.7,358,385,0.5,0.7,0.48,0.49,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1940,NEAR THE PHOSPHATE COMPANY-RISHRA,WEST BENGAL,21,27,7.3,7.4,560,893,0.3,0.4,0.27,0.56,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1941,"NEAR FLY ASH DUMPING SITE- KUNTIGHAT, BANDEL",WEST BENGAL,27,28,7.6,7.8,405,494,0.3,0.5,0.5,0.73,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1942,NEAR EXIDE INDUSTRIES-HALDIA,WEST BENGAL,31,31,7.6,7.7,1319,1701,0.3,0.4,0.03,0.12,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1943,"INSIDE TATA METALIKS, KHARAGPUR",WEST BENGAL,25,31,7,7.5,501,593,0.5,0.6,0.17,0.9,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1945,ENGLISH BAZAR- MALDAH,WEST BENGAL,25,39,7.6,7.9,440,551,0.3,0.3,0.14,0.15,5,5,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
2510,GEOKHALI BUNGLOW MIDNAPUR-EAST,WEST BENGAL,29,32,7.3,7.8,1029,1154,0.5,0.5,0.22,1.96,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2515,"SDO OFFICE, RANAGHAT",WEST BENGAL,27,28,7.3,8.3,571,597,0.3,0.5,0.36,0.43,4,4,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
2516,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,27,28,7.6,7.6,575,746,0.4,0.8,0.12,0.35,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2526,FULBARI BARRAGE,WEST BENGAL,26,26,6.9,7.4,89,261,0.8,2.8,1.11,2.69,110,140,70,90,2019,2019,"Calendar Year (Jan - Dec), 2019"
2528,GROUND WATER POINT INSIDE BURDWAN UNIVERSITY,WEST BENGAL,24,27.5,8.1,8.4,404,610,0.5,0.8,0.11,0.55,3,4,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2529,GROUND WATER POINT NEAR BURDWAN STATION,WEST BENGAL,26,27.5,7.7,8.1,972,1102,0.7,0.9,0.06,0.7,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,60,66,8.9,9.1,532,636,0.5,0.6,0.15,0.24,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,28,32,8.1,8.3,667,835,0.8,0.9,0.19,0.58,3,4,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2535,VISVA BHARATI,WEST BENGAL,29,32,8,8.4,450,507,0.9,0.9,0.05,0.87,2,3,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2536,NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,28,29,8,8.1,1168,1233,0.7,0.9,0.66,0.91,2,3,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2537,BOLPUR NEAR RAILWAY STATION,WEST BENGAL,29,30,7.9,8.1,569,1056,0.8,0.9,0.71,0.92,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2538,MOREGRAM CROSSING,WEST BENGAL,28,29,8.1,8.3,317,392,0.9,0.9,0.2,0.84,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,26.5,27,7.8,8.3,1228,1502,0.9,0.9,0.11,0.12,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,27,27.5,7.9,8.1,635,1984,0.6,0.6,0.61,0.78,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2543,SDO OFFICE AT BISHNUPUR TOWN,WEST BENGAL,26,28.5,7,7.5,191,216,0.6,0.7,0.73,0.92,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2545,GROUND WATER POINT AT PURULIA RK MISSION,WEST BENGAL,25,27,7.3,7.8,1643,1984,0.6,0.6,0.1,0.95,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,29,30,7.5,7.7,944,1118,0.6,0.7,0.1,0.23,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2547,"AMTOLA ON DIAMOND HARBOUR ROAD, 24 PARGANAS (S)",WEST BENGAL,28,28,7.5,7.8,273,9146,3.5,5.7,0.12,0.19,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,29,30,7.7,7.9,303,388,2.4,3.2,0.15,0.81,7,8,2,4,2019,2019,"Calendar Year (Jan - Dec), 2019"
4706,GROUND WATER AT KHARDAH,WEST BENGAL,28,28,7.3,7.3,866,866,0.7,0.7,0.32,0.32,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4707,GROUND WATER AT NAIHATI,WEST BENGAL,27,27,8.4,8.4,294,294,0.8,0.8,0.31,0.31,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4708,GROUND WATER AT BERHAMPORE,WEST BENGAL,28,28,7.6,7.6,776,776,0.6,0.6,0.28,0.28,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4709,GROUND WATER AT CHINSURA,WEST BENGAL,28,28,7.8,7.8,263,263,0.2,0.2,0.25,0.25,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4712,BORE WELL INSIDE M/S UNITED PHOSPHOROUS LIMITED,WEST BENGAL,31,31,7.9,7.9,3367,3367,0.8,0.8,0.43,0.43,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4714,GROUND WATER AT ANGADPUR ANGADPUR DURGAPUR,WEST BENGAL,24,24,8,8,699,699,0.7,0.7,0.13,0.13,5,5,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
4713,TUB WELL BESIDE GREEN BELT CANAL POINT NO.8,WEST BENGAL,31,31,7.7,7.7,1890,1890,0.4,0.4,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4715,GROUND WATER AT MUCHIPARA DURGAPUR,WEST BENGAL,24,24,7.2,7.2,380,380,0.6,0.6,0.22,0.22,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4716,"GROUND WATER AT HURALALPUR, PURULIA",WEST BENGAL,27,27,7.5,7.5,392,392,0.7,0.7,0.53,0.53,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4721,GROUND WATER AT MATIGARA BAZAAR,WEST BENGAL,28,28,7.7,7.7,91,91,0.2,0.2,0.5,0.5,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4726,GROUND WATER MIRIK DUGWELL,WEST BENGAL,21,21,7.2,7.2,161,161,0.5,0.5,0.3,0.3,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4730,GROUND WATER (DUGWELL) AT HARISHPAL MORE,WEST BENGAL,26,26,7.6,7.6,882,882,0.8,0.8,1.77,1.77,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4731,GROUNDWATER AT UTTARBANGA KRISHI VISHWAVIDYALAYA,WEST BENGAL,26,26,7.7,7.7,293,293,0.3,0.3,0.45,0.45,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4732,GROUNDWATER AT ANANDA MOHAN COMMERCE COLLEGE,WEST BENGAL,28,28,7.9,7.9,611,611,0.6,0.6,0.88,0.88,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4733,GROUNDWATER AT SUKNA FOREST RANGE,WEST BENGAL,26,26,7.4,7.4,365,365,0.5,0.5,1.71,1.71,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4737,GROUND WATER AT SHYAMPUR BUDGE BUDGE,WEST BENGAL,28,28,7.7,7.7,7439,7439,0.5,0.5,0.93,0.93,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
26,"WELL AT GRAM PANCHAYAT OFFICE, KAANURU, VIJAYWADA",ANDHRA PRADESH,25,26,7.8,7.9,1814,1841,0.8,1.4,0.48,3.43,39,400,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1513,"BOREWELL KRISHNA MURTHY, D.NO. 48-16-43 AUTONAGAR VIJJAYAWADA",ANDHRA PRADESH,26,26,7.4,7.7,1796,1873,0.8,1.4,0.74,3.81,64,800,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1514,BOREWELL VIJAY KUMAR AUTONAGAR VIJAYAWADA,ANDHRA PRADESH,25,26,7.4,7.7,1561,1875,1.2,4.1,0.83,0.85,21,400,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1516,"BOREWELL OF NAVLOK GARDENS, NELLORE",ANDHRA PRADESH,19,19,7.8,8.1,890,1566,1.2,1.2,1.5,1.66,21,400,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
1517,BOREWELL NEAR TUNGBHADRA RIVER KURNOOL,ANDHRA PRADESH,22,22,7.5,7.5,5010,5010,0.8,0.8,4,4,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1518,BOREWELL AT NANDYAL (KUNDU),ANDHRA PRADESH,21,23,6.8,7.2,6620,7410,0.7,0.8,2.1,3.96,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1519,BOREWELL AT NAGIRI,ANDHRA PRADESH,29,30,6.6,7,1820,2160,0.5,1,1.7,2.9,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1520,BOREWELL NEAR SWARNAMUKHI RIVER AT SRIKALAHASTI,ANDHRA PRADESH,29,30,6.7,7.4,789,830,0.5,0.8,1.2,2.14,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1521,"OPEN WELL NEAR RAMA TEMPLE , WARD NO.2 , MINDI , VISAKHAPATNAM",ANDHRA PRADESH,28,28,7.4,8.5,2229,2295,1.2,1.5,10.81,16.35,150,240,11,21,2019,2019,"Calendar Year (Jan - Dec), 2019"
1522,OPEN WELL PEDDANUVVI - VIZIANAGARAM,ANDHRA PRADESH,27,27,7,8.3,597,2669,1,1.4,0.38,10.47,93,150,9,11,2019,2019,"Calendar Year (Jan - Dec), 2019"
1523,"BOREWELL NEAR M/S ANDHRA SUGARS LTD. , KOVVUR",ANDHRA PRADESH,29,31,7.4,7.4,289,326,0.8,1.7,0.09,0.28,28,45,3,4,2019,2019,"Calendar Year (Jan - Dec), 2019"
1524,OPEN WELL NEAR PARTAP NAGAR BRIDGE -KAKINADA,ANDHRA PRADESH,27,30,7.6,7.8,1089,2641,1.1,1.3,1.17,2.27,93,120,7,9,2019,2019,"Calendar Year (Jan - Dec), 2019"
3087,"BORE WELL NEAR VILLAGE SECRETARIAT, PATHAPADU (V)",ANDHRA PRADESH,26,28,7.5,7.8,2093,2152,0.8,1,2.74,2.8,75,800,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
3089,"HAND PUMP AT TANAM VILL., VISHAKHAPATNAM",ANDHRA PRADESH,28,28,7.6,8.7,982,2359,2,2,9.98,10.84,21,150,11,15,2019,2019,"Calendar Year (Jan - Dec), 2019"
3090,"HAND PUMP AT PITTAVANIPALEM, VISHAKHAPATNAM",ANDHRA PRADESH,27,28,7.1,7.6,3543,4652,0.3,1.6,11.27,23.85,23,150,9,15,2019,2019,"Calendar Year (Jan - Dec), 2019"
3091,"BORE WELL AT KAPULUPPADA DUMPSITE, VISHAKHAPATNAM",ANDHRA PRADESH,27,28,7.4,7.5,1997,2849,1.3,1.9,5.09,5.22,93,240,7,9,2019,2019,"Calendar Year (Jan - Dec), 2019"
3092,"BORE WELL AT ARINAMA AKKIVALASA, SRIKAKULAM",ANDHRA PRADESH,26,27,7.3,8.4,1059,1200,0.5,1.3,8.14,10.53,63,150,7,15,2019,2019,"Calendar Year (Jan - Dec), 2019"
3093,"BORE WELL AT ALLADAPALEM VILLAGE, PYDIBHIMAVARAM",ANDHRA PRADESH,28,29,7.8,8.2,1274,1876,0.8,2.6,10.41,20.06,110,110,7,11,2019,2019,"Calendar Year (Jan - Dec), 2019"
4350,"BOREWELL AT ZP HIGH SCHOOL, UDDANAM REGION, AMALAPADU (V) VAJRAPUKOTTURU",ANDHRA PRADESH,26,26,7,7.9,967,1291,0.6,1.7,10.5,11.22,63,63,7,7,2019,2019,"Calendar Year (Jan - Dec), 2019"
4353,"BORE WELL AT MANGARAJU HOUSE, GAJAPATHINAGARAM VILLAGE, PAYAKARAOPETA (M)",ANDHRA PRADESH,25,25,7.5,7.5,2457,2457,1,1,10.96,10.96,63,63,4,4,2019,2019,"Calendar Year (Jan - Dec), 2019"
4354,"BORE WELL, SRI NOOKATATA TEMPLE RAJAYYAPETA VILLAGE, NAKKAPALLI (M)",ANDHRA PRADESH,25,25,7.9,7.9,13150,13150,2.3,2.3,5.3,5.3,39,39,9,9,2019,2019,"Calendar Year (Jan - Dec), 2019"
4355,"BORE WELL, CHIPPADA VILLAGE, BHEEMUNIPATNAM (M)",ANDHRA PRADESH,26,26,7.5,7.5,314,314,1.1,1.1,9.97,9.97,75,75,15,15,2019,2019,"Calendar Year (Jan - Dec), 2019"
4360,"BORE WELL AT IDA, RAMANAYYAPETA, KKAINADA",ANDHRA PRADESH,25,25,7.1,7.1,1560,1560,1.2,1.2,8.94,8.94,93,93,4,4,2019,2019,"Calendar Year (Jan - Dec), 2019"
4364,"BOREWELL AT RAJIV GRUHA KA;PA, NEAR AP PAPER MAILLS WORKERS COLONY, MALLAYAPETA, KATHERU, RAJAMAHENDRAVARAM",ANDHRA PRADESH,27,27,7.3,7.3,892,892,1.5,1.5,7.65,7.65,69,69,4,4,2019,2019,"Calendar Year (Jan - Dec), 2019"
4376,"BOREWELL WATER , APIIC OFFICE, IDA KONDAPALLI, IBRAHIMPATNAM (M)",ANDHRA PRADESH,25,29,7.6,7.9,2990,3082,1.2,1.2,3.22,3.84,400,460,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
4377,"BOREWELL AT IMITATION JEWELLARY PARK, MACHILIPTNAM",ANDHRA PRADESH,26,26,7.9,8.5,1770,5590,0.8,0.8,2.84,4.02,23,800,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
4380,"BOREWELL WATER , SRI VENKATESWARA SWAMY TEMPLE, VENKATAPALEM (V), TULLUR (M)",ANDHRA PRADESH,21,22,7.1,7.5,782,972,0.8,0.8,3.6,4.97,28,220,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
4382,"BOREWELL WATER POLICE STATION, AUTONAGAR, PEDAKAKANI, GUNTUR",ANDHRA PRADESH,21,21,7.5,7.5,3800,3800,0.8,0.8,6,6,15,15,3,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
3483,"WELL AT BURARI, DELHI",DELHI,,,6.9,7.2,1580,1820,,,4.81,4.9,2,2400,2,230,2019,2019,"Calendar Year (Jan - Dec), 2019"
4384,"BOREWELL IN FRONT OF M/S BHAGEERADHA CHEMICALS & INDUSTRIES LTD, CHERUVUKOMMUPALEM (V) ONGOLE (M)",ANDHRA PRADESH,24,30,7.4,8.2,6320,10000,0.8,1.8,5.4,9.2,120,380,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
4392,"BOREWELL NEAR SRI GOVINDARAJA SWAMY TEMPLE, TIRUPATI TOWN",ANDHRA PRADESH,28,36,6.5,6.9,1230,1280,0.5,0.5,1.13,3.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4393,"CLOSED MSW DUMPSITE, UKKAYAPALLI (V), KADAPA (M)",ANDHRA PRADESH,24,26,7.2,7.4,2870,3230,0.7,2.6,3.6,9.5,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4394,"BOREWELL AT APLLC OFFICE INDUSTRIAL ESTATE GROWTH CENTRE, THUMAKUNTA, HINDUPUR (M)",ANDHRA PRADESH,25,26,6.4,7,2370,3470,0.5,1.5,2.1,19.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4395,"BOREWELL AT APLLC OFFICE INDUSTRIAL ESTATE, ANANTAPURAM (M)",ANDHRA PRADESH,21,25,6.7,7.2,2240,2820,0.7,0.7,1.9,2.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1533,"GROUND WATER AT DIGBOI, TINSUKIA DISTT., ASSAM",ASSAM,19,26,6.5,6.8,145,452,1.7,2.6,0.8,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1534,"GROUND WATER AT KARBI ANGLONG DISTT., ASSAM",ASSAM,21,26,6.6,7,60,97,1.6,3.8,1,1.1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1535,"GROUND WATER AT SIBSAGAR GOVT ME SCHOOL WARD 6, RED CROSS ROAD , ASSAM",ASSAM,23,25,7.1,7.6,213,290,1.8,2.8,1,1.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1536,GROUND WATER NEAR BPMS H.S. SCHOOL SONARI TOWN DIST CHARAIDEO,ASSAM,24,30,7.2,7.9,233,296,1,2,0.7,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1537,"GROUND WATER AT (JORHAT, ASSAM)",ASSAM,25,25,7,7.5,130,237,1.1,2.3,1.2,3.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1538,"GROUND WATER AT SILCHAR, ASSAM",ASSAM,23,24,6.3,6.4,96,116,1.2,2,1,1.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
